ANO;PROCESSO ;CONVENENTE;SIAFI/SICONV;CONVÊNIO;OFÍCIO DA AECI;ENTREGUE NO TCU
2014;72031.013854/2010-80;Instituto de Desenvolvimento Social e Econômico Sul Paraense - IDESP/PA;704086;677/2009;Ofício nº 1425/2014/AECI/MTur;24/09/2014
2014;00190.013553/2011-01;Prefeitura Municipal de Arez/RN;572591;Contrato de Repasse n° 0200548-34/2006;Ofício nº 1426/2014/AECI/MTur;24/09/2014
2014;72031.013170/2010-88;Prefeitura Municipal de Goiatuba/GO;631740;1133/2008;Ofício nº 1427/2014/AECI/MTur;24/09/2014
2014;72031.007070/2013-65;Prefeitura Municipal de Araguaína/TO;704383;818/2009;Ofício nº 1428/2014/AECI/MTur;24/09/2014
2014;72031.003788/2013-82;Prefeitura Municipal de Itarumã/GO;704209;0725/2009;Ofício nº 1429/2014/AECI/MTur;24/09/2014
2014;72031.010547/2010-47;Associação Beneficente Centro de Cultura, Esporte e Assistência Social - ABCC;593696;311/2007;Ofício nº 1431/2014/AECI/MTur;24/09/2014
2014;72031.007105/2011-02;Fundação Maria Fernandes dos Santos/RN;564145;239/2006;Ofício nº 1432/2014/AECI/MTur;24/09/2014
2014;72031.006370/2013-27;Prefeitura Municipal de  Chorozinho/CE;732938;732938/2010;Ofício nº 1249/2014/AECI/MTur;25/08/2014
2014;72031.006292/2010-18;Associação Comunitária Rural dos Moradores do Sítio São Miguel São Mateus, Olho D'Água, Umburanas e Adjacência/CE;534755;490/2005;Ofício nº 1250/2014/AECI/MTur;25/08/2014
2014;72031.005006/2013-40;Prefeitura Municipal de Redenção/CE;738434;0825/2010;Ofício nº 1251/2014/AECI/MTur;25/08/2014
2014;72031.008899/2013-85;Secretaria do Turismo do Estado do Piauí;701059;1.360/2008;Ofício nº 1252/2014/AECI/MTur;25/08/2014
2014;72031.005000/2013-72;Prefeitura Municipal de Campo Azul/MG;700658;700658/2008;Ofício nº 1253/2014/AECI/MTur;25/08/2014
2014;72031.000247/2011-31;Prefeitura Municipal de Guaraíta/GO;723142;723142;Ofício nº 1254/2014/AECI/MTur;25/08/2014
2014;72000.003042/2009-50;Centro Cultural Viva Arte;521738;0370/2004;Ofício nº 1256/2014/AECI/MTur;25/08/2014
2014;72031.003250/2013-78;Prefeitura Municipal de Tarumirim/MG;627002;0269/2008;Ofício nº 1219/2014/AECI/MTur;19/08/2014
2014;72031.016521/2010-11;Associação Cria Brasil de Assessoria, Consultoria e Desenvolvimento de Ações Sócias, e de Cultura, Meio Ambiente, Turismo, Educação e de Cidadania.;702955;007/2009;Ofício nº 1220/2014/AECI/MTur;19/08/2014
2014;72031.001386/2011-81;Prefeitura Municipal de Itiúba/BA;703015;703015/2009;Ofício nº 1221/2014/AECI/MTur;19/08/2014
2014;72031.015713/2010-00;Fundação Belo Horizonte Turismo e Eventos;702755;702755/2008;Ofício nº 1222/2014/AECI/MTur;19/08/2014
2014;72031.015718/2010-24;Prefeitura Municipal de São Miguel dos Milagres/AL;729076;729076/2009;Ofício nº 1223/2014/AECI/MTur;19/08/2014
2014;72031.006295/2010-51;Centro Nacional de Educação Ambiental e Geração de Emprego-CENEAGE;586775;508/2006;Ofício nº 1181/2014/AECI/MTur;15/08/2014
2014;72031.008539/2013-83;Prefeitura Municipal de São Roque de Minas/MG;721908;1.592/2009;Ofício nº 1182/2014/AECI/MTur;15/08/2014
2014;72031.008463/2010-43;Prefeitura Municipal de Vila Boa/GO;620651;973/2007;Ofício nº 1183/2014/AECI/MTur;15/08/2014
2014;72031.009907/2013-19;Prefeitura Municipal de Olho D'agua do Borges/RN;704923;704923;Ofício nº 1185/2014/AECI/MTur;15/08/2014
2014;72031.001447/2011-19;Prefeitura Municipal de Brejo do Cruz/PB;701137;1383/2008;Ofício nº 1186/2014/AECI/MTur;15/08/2014
2014;72031.009641/2013-04;Arte Viva;740842;740842/2010;Ofício nº 1187/2014/AECI/MTur;15/08/2014
2014;72031.011866/2010-70;Instituto Brazil Global ;702341;1.581/2008;Ofício nº 1188/2014/AECI/MTur;15/08/2014
2014;72031.008450/2013-17;Prefeitura Municipal de São João do Rio do Peixe/PB;631686;642/2008;Ofício nº 1189/2014/AECI/MTur;15/08/2014
2014;72031.007026/2013-55;Prefeitura Municipal de Apuiarés/CE;629105;0416/2008;Ofício nº 1190/2014/AECI/MTur;15/08/2014
2014;72031.004958/2010-01;Prefeitura Municipal de Catingueira/PB;704301;704301/2009;Ofício nº 1191/2014/AECI/MTur;15/08/2014
2014;72031.017077/2010-42;Prefeitura Municipal de Bodoquena/MS;554544;506/2005;Ofício nº 1192/2014/AECI/MTur;15/08/2014
2014;72031.009209/2010-62;Prefeitura Municipal de Central/BA;593625;375/2007;Ofício nº 1145/2014/AECI/MTur;07/08/2014
2014;72031.008460/2013-52;Prefeitura Municipal de Curral Velho/PB;632139;0919/2008;Ofício nº 1146/2014/AECI/MTur;07/08/2014
2014;72031.003426/2013-91;Prefeitura Municipal de Batalha/PI;718485;718485/2009;Ofício nº 1147/2014/AECI/MTur;07/08/2014
2014;72031.001403/2011-81;Associação do Desenvolvimento Comunitário e dos Pequenos ;703166;703166/2010;Ofício nº 1148/2014/AECI/MTur;07/08/2014
2014;72031.004148/2013-90;Prefeitura Municipal de Bom Jesus do Norte/ES;728585;1888/2009;Ofício nº 1149/2014/AECI/MTur;07/08/2014
2014;72031.008469/2010-11;Instituto de Apoio Técnico Especial a Cidadania -IATEC;633813;144/2008;Ofício nº 1150/2014/AECI/MTur;07/08/2014
2014;72031.006802/2011-38;Agência Nacional de Gestão de Recursos para a Hileia Amazônica - ANGRHA;629863;771/2008;Ofício nº 1151/2014/AECI/MTur;07/08/2014
2014;72031.000958/2013-77;Premium Avança Brasil;702872;1681/2008;Ofício nº 1054/2014/AECI/MTur;21/07/2014
2014;72031.008073/2013-16;Instituto Brasileiro de Desenvolvimento Institucional - IBDI;733959;733959/2010;Ofício nº 1056/2014/AECI/MTur;21/07/2014
2014;72031.000909/2011-10;Fundação 21 de Abril;414032;216/2000;Ofício nº 1057/2014/AECI/MTur;21/07/2014
2014;72031.006351/2013-09;Instituto Centro-Brasileiro de Cultura -ICBC;730603;730603/2009;Ofício nº 1058/2014/AECI/MTur;21/07/2014
2014;72031.008776/2013-44;Instituto Brasileiro de Desenvolvimento Institucional - IBDI;733963;356/2010;Ofício nº 1059/2014/AECI/MTur;21/07/2014
2014;72031.000317/2011-51;Federação Carnavalesca de Pernambuco-FCP;742224;742224/2010;Ofício nº 875/2014/AECI/MTur;27/06/2014
2014;72031.001910/2011-14;Prefeitura Municipal de Indiaroba;622880/702885;702885/2008;Ofício nº 880/2014/AECI/MTur;27/06/2014
2014;72031.006366/2013-69;Prefeitura Municipal de Imbé de Minas/MG;732931;732931/2010;Ofício nº 882/2014/AECI/MTur;27/06/2014
2014;72031.003786/2013-93;Prefeitura Municipal de Curvelândia/MT;733293;0320/2010;Ofício nº 903/2014/AECI/MTur;27/06/2014
2014;72031.007213/2013-39;Organização Trajetória Mundial-OTM;719501;719501/2009;Ofício nº 906/2014/AECI/MTur;27/06/2014
2014;72031.006393/2013-31;Prefeitura Municipal de Uiraúna/PB;741556;741556/2010;Ofício nº 909/2014/AECI/MTur;27/06/2014
2014;72031.004932/2013-06;Prefeitura Municipal de Santa Rita de Minas/MG;620231;1.018/2007;Ofício nº 929/2014/AECI/MTur;27/06/2014
2014;72031.003606/2013-73;Prefeitura Municipal de Chalé/MG;704928;1037/2009;Ofício nº 930/2014/AECI/MTur;27/06/2014
2014;72031.002503/2009-18;Federação das Associações Comerciais e Empresarias do Estado de Minas Gerais – FEDERAMINAS-MG;521845;261/2004;Ofício nº 931/2014/AECI/MTur;27/06/2014
2014;00190.009442/2013-54;Governo do Estado de Pernambuco/PE;445664;Contrato de Repasse nº 0132.746-82/2001;Ofício nº 933/2014/AECI/MTur;27/06/2014
2014;72031.010514/2011-88;Premium Avança Brasil;703524;703524/2009;Ofício nº 942/2014/AECI/MTur;27/06/2014
2014;72031.002814/2012-74;Premium Avança Brasil/GO;703625;703625/2009;Ofício nº 944/2014/AECI/MTur;27/06/2014
2014;72031.013169/2010-53;Instituto de Apoio Técnico Especial a Cidadania -IATEC;631116;414/2008;Ofício nº 946/2014/AECI/MTur;27/06/2014
2014;72031.003428/2013-81;Instituto Planalto Central/DF;736913;675/2010;Ofício nº 948/2014/AECI/MTur;27/06/2014
2014;72031.004379/2011-31;Instituto de Apoio Técnica Especializado à Cidadania – IATEC;592512;153/2007;Ofício nº 949/2014/AECI/MTur;27/06/2014
2014;72031.000880/2013-91;Premium Avança Brasil/GO;704115;704115/2009;Ofício nº 951/2014/AECI/MTur;27/06/2014
2014;72031.003247/2013-54;Instituto e Educacional do Paraguaçu - INCEP/DF;748248;1.425/2010;Ofício nº 952/2014/AECI/MTur;27/06/2014
2014;72031.000956/2013-88;Premium Avança Brasil - PAB;704843;704844;Ofício nº 953/2014/AECI/MTur;27/06/2014
2014;72031.001833/2014-45;Premium Avança Brasil - PAB;704854;704854/2009;Ofício nº 953/2014/AECI/MTur;27/06/2014
2014;72031.006505/2010-10;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa – IDONEA/PR;704219;704219/2009;Ofício nº 955/2014/AECI/MTur;27/06/2014
2014;72031.011868/2010-69;Instituto de Apoio Técnico Especial a Cidadania -IATEC;628695;203/2008;Ofício nº 956/2014/AECI/MTur;27/06/2014
2014;72000.003035/2009-58;Instituto Brasil Social - IBAS;626697;251/2008;Ofício nº 957/2014/AECI/MTur;27/06/2014
2014;72031.004146/2013-09;Instituto de Pesquisa e Ação Modular - IPAM/DF;749924;149/2010;Ofício nº 959/2014/AECI/MTur;27/06/2014
2014;72031.007210/2010-52;Prefeitura Municipal de Santa Rita Jacutinga/MG ;634930;891/2008;Ofício nº 883/2014/AECI/MTur;25/06/2014
2014;72031.008375/2013-94;Prefeitura Municipal de Matias Cardoso/MG;718070;718070/2009;Ofício nº 885/2014/AECI/MTur;25/06/2014
2014;72031.009201/2010-04;Prefeitura Municipal de Santo Antônio/RN;631193;715/2008;Ofício nº 887/2014/AECI/MTur;25/06/2014
2014;72031.008448/2013-48;Prefeitura Municipal de Quixaba/PB ;703420;703420/2009;Ofício nº 889/2014/AECI/MTur;25/06/2014
2014;72031.004359/2011-61;Prefeitura Municipal de Santo Antônio/RN;631490;1052/2008;Ofício nº 891/2014/AECI/MTur;25/06/2014
2014;72031.008343/2012-16;Prefeitura Municipal de Riachão do Dantas/SE;704891;704891/2009;Ofício nº 893/2014/AECI/MTur;25/06/2014
2014;72031.009007/2010-11;Clube de Mães, jovens e Infantes de Japaratuba/SE;622192;817/2007;Ofício nº 895/2014/AECI/MTur;25/06/2014
2014;72031.007094/2013-14;Prefeitura Municipal de Belém de Maria/PE;702339;702339/2008;Ofício nº 899/2014/AECI/MTur;25/06/2014
2014;72031.008457/2013-39;Prefeitura Municipal de Canarana/BA;760241;760241/2012;Ofício nº 901/2014/AECI/MTur;25/06/2014
2014;72031.007078/2013-21;Prefeitura Municipal de Juazeirinho/PB;721053;1561/2009;Ofício nº 905/2014/AECI/MTur;25/06/2014
2014;72031.011625/2010-21;Instituto 26 de Outubro de Desenvolvimento Social;705801;705801/2009;Ofício nº 911/2014/AECI/MTur;25/06/2014
2014;72031.005991/2010-41;Associação Afro Cultural Lemi Ayó/RJ;618977;628/2007;Ofício nº 912/2014/AECI/MTur;25/06/2014
2014;72031.011625/2010-21;Instituto 26 de Outubro de Desenvolvimento Sindical;719505;719505/2009;Ofício nº 915/2014/AECI/MTur;25/06/2014
2014;72031.004313/2013-11;Prefeitura Municipal de Victor Meireles - SC;732406;732406/2010;Ofício nº 917/2014/AECI/MTur;25/06/2014
2014;72031.004149/2013-34;Prefeitura Municipal de Mombaça/CE;704541;876/2009;Ofício nº 919/2014/AECI/MTur;25/06/2014
2014;72000.003315/2009-66;Prefeitura Municipal de Lagoa do Carro/PE;632995;716/08;Ofício nº 921/2014/AECI/MTur;25/06/2014
2014;72031.008244/2013-15;Prefeitura Municipal da Ingazeira/PE;739397;739397/2011;Ofício nº 923/2014/AECI/MTur;25/06/2014
2014;72031.007095/2013-69;Prefeitura Municipal de São Joaquim/SC;703229;703.229/2009;Ofício nº 925/2014/AECI/MTur;25/06/2014
2014;72031.007073/2013-07;Prefeitura Municipal de São Joaquim/SC;732404;732.404/2010;Ofício nº 927/2014/AECI/MTur;25/06/2014
2014;72031.008467/2010-21;Instituto de Apoio Técnica Especializado à Cidadania – IATEC;633285;045/2008;Ofício nº 941/2014/AECI/MTur;25/06/2014
2014;72031.009371/2013-23;Instituto Mundial de Desenvolvimento e da Cidadania – IMDC/MG;702555;1.532/2008;Ofício nº 945/2014/AECI/MTur;25/06/2014
2014;72031.011641/2010-13;Prefeitura Municipal de Paudalho/PE;715864;715864/2009;Ofício nº 834/2014/AECI/MTur;20/06/2014
2014;72031.001402/2011-36;Federação Carnavalesca de Pernambuco/PE;743550;2041/2010;Ofício nº 837/2014/AECI/MTur;20/06/2014
2014;72031.000319/2011-40;Federação Carnavalesca de Pernambuco/PE;742138;1267/2010;Ofício nº 839/2014/AECI/MTur;20/06/2014
2014;72031.001401/2011-91;Federação Carnavalesca de Pernambuco/PE;743532;2014/2010;Ofício nº 842/2014/AECI/MTur;20/06/2014
2014;72031.000307/2011-15;Prefeitura Municipal de Salitre/CE;628722;080/2008;Ofício nº 847/2014/AECI/MTur;20/06/2014
2014;72031.004589/2011-20;Prefeitura Municipal de Salitre/CE;741694;741694/2010;Ofício nº 851/2014/AECI/MTur;20/06/2014
2014;72031.010473/2011-20;Prefeitura Municipal de Salitre/CE;702453;702453/2008;Ofício nº 853/2014/AECI/MTur;20/06/2014
2014;72031.000491/2011-01;Sindicato dos Servidores Públicos do Município de Rialma/GO;700140;1.241/2008;Ofício nº 855/2014/AECI/MTur;20/06/2014
2014;72031.013349/2010-35;Prefeitura Municipal de Berizal/MG;703754;499/2009;Ofício nº 858/2014/AECI/MTur;20/06/2014
2014;72031.009382/2013-11;Prefeitura Municipal de Casa Nova/BA;707352;707352/2009;Ofício nº 860/2014/AECI/MTur;20/06/2014
2014;72031.013167/2010-64;Associação Folclórica Quadrilhas e Danças de Parintins;651004;456/2008;Ofício nº 862/2014/AECI/MTur;20/06/2014
2014;72031.004327/2013-27;Prefeitura Municipal de Novo Cruzeiro/MG;700962;700962;Ofício nº 864/2014/AECI/MTur;20/06/2014
2014;72031.011638/2010-08;Movimento Brasileiro de Cordel-MBC;709741;709741/2009;Ofício nº 866/2014/AECI/MTur;20/06/2014
2014;72031.003277/2013-61;Associação Sergipana de Blocos de Trios-ASBT/SE;741671;741671/2010;Ofício nº 868/2014/AECI/MTur;20/06/2014
2014;72031.013334/2010-77;Instituto Brazil Global-IBG ;700672;700672/2008;Ofício nº 869/2014/AECI/MTur;20/06/2014
2014;72031.005004/2013-51;Prefeitura Municipal de Ubarana/SP;715253;1.341/2009;Ofício nº 873/2014/AECI/MTur;20/06/2014
2014;72031.005004/2013-51;Prefeitura Municipal de Ubarana/SP;715253;1.341/2009;Ofício nº 873/2014/AECI/MTur;20/06/2014
2014;72031.008869/2013-79;Prefeitura Municipal de Rodolfo Fernandes/RN;734009;0382/2010;Ofício nº 783/2014/AECI/MTur;06/06/2014
2014;72031.004928/2013-30;Prefeitura Municipal de Poloni/SP ;622681;991/2007;Ofício nº 785/2014/AECI/MTur;06/06/2014
2014;72031.004331/2013-95;Prefeitura Municipal de Mombaça/CE;711554;711554/2009;Ofício nº 787/2014/AECI/MTur;06/06/2014
2014;72031.009562/2013-95;Prefeitura Municipal de Caldas Novas/GO;638253;701110/2008;Ofício nº 789/2014/AECI/MTur;06/06/2014
2014;72031.007152/2013-18;Prefeitura Municipal de Maracaí/SP;703235;703235/2009;Ofício nº 791/2014/AECI/MTur;06/06/2014
2014;72031.009840/2013-12;Confederação Brasileira de Convetion & Visitors Bureaux;700002;700002/2008;Ofício nº 795/2014/AECI/MTur;06/06/2014
2014;72031.009841/2013-59;Instituto Brasileiro de Assistência Social, Esportiva e Saúde;735864;735864/2010;Ofício nº 797/2014/AECI/MTur;06/06/2014
2014;72031.007891/2013-00;Prefeitura Municipal de Machados/PE;744050;1.359/2010;Ofício nº 559/2014/AECI/MTur;05/05/2014
2014;72100.001172/2006-87;Fundação Octávio Neves - São João Del-Rei/MG;368224;210/1998;Ofício nº 561/2014/AECI/MTur;05/05/2014
2014;72000.003012/2009-43;Grêmio Recreativo Escola de Samba Acadêmicos da Rocinha - GRESAR;629047;898/2007;Ofício nº 574/2014/AECI/MTur;05/05/2014
2014;72031.003603/2013-30;Prefeitura Municipal de Bagé/RS;704666;929/2009;Ofício nº 575/2014/AECI/MTur;05/05/2014
2014;72031.005003/2013-14;Prefeitura Municipal de Poloni/SP ;619392;994/2007;Ofício nº 576/2014/AECI/MTur;05/05/2014
2014;00190.000666/2014-81;Prefeitura Municipal de Ferreira Gomes/AP;516497;Contrato de Repasse n° 169.324-66/2004;Ofício nº 560/2014/AECI/MTur;29/04/2014
2014;72031.004143/2013-67;Prefeitura Municipal de Campo Azul/MG;633861;930/2008;Ofício nº 562/2014/AECI/MTur;29/04/2014
2014;72031.000621/2012-89;Prefeitura Municipal de Araruna/PB;502296;073/2004;Ofício nº 563/2014/AECI/MTur;29/04/2014
2014;72031.002420/2012-16;Associação Sergipana de Blocos de Trios-ASBT/SE;622758;  12/2008;Ofício nº 564/2014/AECI/MTur;29/04/2014
2014;72031.011819/2011-15;Prefeitura Municipal de São Joaquim/SC;629259;092/2008;Ofício nº 565/2014/AECI/MTur;29/04/2014
2014;72031.010910/2011-13;Instituto Brasil Central - Ibrace;727314;727314/2009;Ofício nº 567/2014/AECI/MTur;29/04/2014
2014;72031.006395/2013-21;Prefeitura Municipal de Miranorte/TO;717585;1.401/2009;Ofício nº 568/2014/AECI/MTur;29/04/2014
2014;72031.003761/2011-28;Fundação Educativa de Rádio e Televisão Ouro Preto -FEOP;513885;244/2004;Ofício nº 569/2014/AECI/MTur;29/04/2014
2014;72031.003605/2013-29;Prefeitura Municipal de Congo/PB;633622;673/2008;Ofício nº 570/2014/AECI/MTur;29/04/2014
2014;72031.016464/2010-61;Prefeitura Municipal de Icó/CE;704011;704.011/2009;Ofício nº 571/2014/AECI/MTur;29/04/2014
2014;72031.005903/2011-91;Origem - Instituto Internacional de Comunicação e Cultural/PR;628736;433/2008;Ofício nº 572/2014/AECI/MTur;29/04/2014
2014;72031.003601/2013-41;Prefeitura Municipal de Caseara/TO;703951;620/2009;Ofício nº 573/2014/AECI/MTur;29/04/2014
2014;72031.008464/2010-98;Prefeitura Municipal de Codó/MA;598717;487/2007;Ofício nº 471/2014/AECI/MTur;14/04/2014
2014;72031.006304/2010-12;Grêmio Recreativo Cultural e Carnavalesco Banda Redonda;623204;837/2007;Ofício nº 473/2014/AECI/MTur;14/04/2014
2014;72031.006822/2010-28;Sociedade Beneficente, Cultural e Recreativa Imperatriz Dona Leopoldina-S.B.C.R IMPERATRIZ;620769; 1003/2007;Ofício nº 475/2014/AECI/MTur;14/04/2014
2014;72031.004362/2011-84;Prefeitura de Fortim/CE;629091;412/2008;Ofício nº 308/2014/AECI/MTur;20/03/2014
2014;72031.006735/2012-32;Prefeitura Municipal de Lavadeira/TO;640261;1.385/2008;Ofício nº 310/2014/AECI/MTur;20/03/2014
2014;72031.006604/2010-93;Câmara de Dirigentes Lojistas de Pelotas/RG;508129;049/2004;Ofício nº 312/2014/AECI/MTur;20/03/2014
2014;72031.001124/2013-89;Prefeitura Municipal de Santa Quitéria/CE;631577;959/2008;Ofício nº 314/2014/AECI/MTur;20/03/2014
2014;72031.006349/2013-21;Instituto Brasileiro de Desenvolvimento de Infraestrutura Sustentável - IBRASI;721084;720184/2009;Ofício nº 316/2014/AECI/MTur;20/03/2014
2014;72031.006043/2012-94;Prefeitura Municipal de Cândido Sales/BA;632250;880/2008;Ofício nº 319/2014/AECI/MTur;20/03/2014
2014;72031.006515/2010-47;Fundação Caldas Novas, Convention & Visitors;567605;387/2006;Ofício nº 321/2014/AECI/MTur;20/03/2014
2014;00190.000301/2013-76;Sindicato Rural de Centralina -MG;567833 e 567834;Contrato de Repasse nºs 2690.0202761-76/2006 e 2690.0203031-55/2006;Ofício nº 324/2014/AECI/MTur;20/03/2014
2014;72031.004999/2013-32;Prefeitura de Mari/PB;743445;733445/2010;Ofício nº 326/2014/AECI/MTur;20/03/2014
2014;72031.004998/2013-98;Município de Araci/BA;739361;0953/2010;Ofício nº 328/2014/AECI/MTur;20/03/2014
2014;72031.006782/2012-86;Município de Chapada do Norte/MG;705694;705.694/2009;Ofício nº 330/2014/AECI/MTur;20/03/2014
2014;72031.004955/2010-60;Comissão XXI de Desenvolvimento Sócio-Cultural/DF;625546;146/2008;Ofício nº 332/2014/AECI/MTur;20/03/2014
2014;72031.007226/2013-16;Prefeitura Municipal de Cedro/CE;630689;866/2008;Ofício nº 334/2014/AECI/MTur;20/03/2014
2014;72100.000538/2011-68;Instituto Centro-Brasileiro de Cultura -ICBC;577744;Termo de Parceria n° 01/2006;Ofício nº 336/2014/AECI/MTur;20/03/2014
2014;72031.003423/2013-58;Anjos do Tempo e Ney Edison de Andrade Prux;515490;333/2004;Ofício nº 338/2014/AECI/MTur;20/03/2014
2014;72031.006115/2010-31;Prefeitura Municipal de Divisópolis/MG;631595;653/2008;Ofício nº 263/2014/AECI/MTur;11/03/2014
2014;72031.004947/2009-80;Prefeitura Municipal Caseara/TO;650884/703027;703027/2009;Ofício nº 267/2014/AECI/MTur;11/03/2014
2014;72031.007277/2012-59;Prefeitura Municipal de São Miguel de Taipu/PB;705096;705096/2009;Ofício nº 269/2014/AECI/MTur;11/03/2014
2014;72031.003602/2013-95;Prefeitura Municipal de Gurjão/PB;734/2008;629819;Ofício nº 270/2014/AECI/MTur;11/03/2014
2014;72031.006466/2010-42;Liga Independente Cultural das Escolas de Samba de Santos/SP;554767; 12/2006;Ofício nº 274/2014/AECI/MTur;11/03/2014
2014;72031.013157/2010-29;Prefeitura Municipal de Boa Ventura/PB;703736;703736/2009;Ofício nº 276/2014/AECI/MTur;11/03/2014
2014;72031.006461/2010-10;Festival Internacional do Turismo e Ecologia - FIPTUR/BA;559303;64/2006;Ofício nº 278/2014/AECI/MTur;11/03/2014
2014;72031.004312/2013-69;Prefeitura Municipal de Lourdes/SP;628502;245/2008;Ofício nº 280/2014/AECI/MTur;11/03/2014
2014;00190.000299/2013-35;Prefeitura Municipal de Alto Longá-PI;519975;Contrato de Repasse n° 172.117-12/2004;Ofício nº 282/2014/AECI/MTur;11/03/2014
2014;72031.006597/2010-20;Santuário Estadual Nossa Senhora do Rocio/PR;573220;464/2006;Ofício nº 106/2014/AECI/MTur;23/01/2014
2014;72031.000249/2011-20;Organização Trajetória Mundial-OTM/PE;732424;732424/2010;Ofício nº 66/2014/AECI/MTur;20/01/2014
2014;72031.006825/2010-61;Centro de Estudos Cineclubistas de Brasília;594614;412/2007;Ofício nº 67/2014/AECI/MTur;20/01/2014
2014;72031.006809/2010-79;Instituto da Cidade de Fortaleza/CE;619316;960/2007;Ofício nº 68/2014/AECI/MTur;20/01/2014
2014;72031.006302/2010-15;Centro Nacional de Educação Ambiental e Geração de Emprego-CENEAGE/PB;592723;170/2007;Ofício nº 69/2014/AECI/MTur;20/01/2014
2014;72031.002681/2013-17;Associação Profissional de Técnicas Cinematográficas do Rio Grande do Sul e Brasileira de Documentaristas-APTC;489326;89/2003 - EMBRATUR;Ofício nº 70/2014/AECI/MTur;20/01/2014
2014;72031.003395/2009-92;Prefeitura Municipal de Santana de Mangueira/PB;589565;590/2006;Ofício nº 71/2014/AECI/MTur;20/01/2014
2014;72031.007202/2010-14;Organização Solidária de Apoio Comunitária-OSAC/BA;703696;703696/09;Ofício nº 72/2014/AECI/MTur;20/01/2014
2014;72031.010476/2011-63;Hipnos Companhia das Artes/PE;750195;CV 1.507/2010;Ofício nº 57/2014/AECI/MTur;16/01/2014
2014;72031.006462/2010-64;Festival Internacional do Turismo e Ecologia - FIPTUR;509709;209/2004;Ofício nº 58/2014/AECI/MTur;16/01/2014
2014;72031.006352/2013-45;Prefeitura Municipal de Ingá/PB;755659;176/2011;Ofício nº 59/2014/AECI/MTur;16/01/2014
2014;72031.001240/2010-55;Associação dos Produtores e Empreendedores Culturais de Santa Maria/RS;702269;702269/2008;Ofício nº 60/2014/AECI/MTur;16/01/2014
2014;72031.006238/2012-34;Organização Trajetória Mundial/PE;715847;715.847/2009;Ofício nº 61/2014/AECI/MTur;16/01/2014
2014;72031.009012/2010-23;Prefeitura Municipal de Catingueira/PB;628056;454/2008;Ofício nº 62/2014/AECI/MTur;16/01/2014
2014;72031.006235/2012-09;Associação dos Guias Ecológicos de Formosa-AGEFO/GO;736912;736912/2010;Ofício nº 63/2014/AECI/MTur;16/01/2014
2014;72031.002643/2012-83;Associação Sergipana de Blocos de Trios-ASBT/SE;703165;703165/2009;Ofício nº 64/2014/AECI/MTur;16/01/2014
2014;72100.001384/2007-45;Instituto de Desenvolvimento Científico e Tecnológico do Xingó/SE;401508;141/2000;Ofício nº 65/2014/AECI/MTur;16/01/2014
2014;72031.006588/2013-81;Prefeitura Municipal de Joanópolis/SP;703639;703639/2009;Ofício nº 1474/2014/AECI/MTur;02/10/2010
2014;72031.006392/2013-97;Prefeitura Municipal de Matias Cardoso/MG;623779;72/2008;Ofício nº 1475/2014/AECI/MTur;02/10/2010
2013;72031.006042/2010-88;Associação  do Parque de Vaquejada Hipólito Ribeiro Soares-PI;592819;242/2007;Ofício n° 902/2013/AECI/Mtur;19/09/2013
2013;72031.002553/2011-10;Prefeitura Municipal de Petrolina-PE;629122;374/2008;Ofício n° 901/2013/AECI/Mtur;19/09/2013
2013;72031.005978/2010-91;Associação da Parada do Orgulho de Gays, Lésbicas, Bissexuais e Transgêneros de São Paulo - GLBT/SP.;628577;154/2008;Ofício n° 900/2013/AECI/Mtur;19/09/2013
2013;72100.000924/2012-31;Fundação Quinteto Violado/FQV-PE;406976;275/2000;Ofício n° 899/2013/AECI/Mtur;19/09/2013
2013;72031.016308/2010-09;Instituto Goiano do Terceiro Setor/IGTS/GO;593424;353/2007;Ofício n° 898/2013/AECI/Mtur;19/09/2013
2013;72031.009074/2011-16;Prefeitura Municipal de Pombos/PE;562893;230/2006;Ofício n° 897/2013/AECI/Mtur;19/09/2013
2013;72031.006942/2011-14;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa-IDONEA;702.564/2008;702.564/2008;Ofício n° 820/2013/AECI/Mtur;02/09/2013
2013;72031.000662/2009-70;Fundação Memorial para a Cultural Sertaneja de Araripina/PE-FMC;623016;920/2007;Ofício n° 818/2013/AECI/Mtur;02/09/2013
2013;72031.000790/2012-19;Cooperativa de Negócios e Consultoria Turística - Conectur/AP;702720;702720/2008;Ofício n° 816/2013/AECI/Mtur;02/09/2013
2013;72031.007365/2011-70;Prefeitura Municipal de Uiraúna/PB;618954; 630/2007;Ofício n° 814/2013/AECI/Mtur;02/09/2013
2013;72031.006952/2011-41;Prefeitura Municipal de Uiraúna/PB;564796;317/2006 ;Ofício n° 814/2013/AECI/Mtur;02/09/2013
2013;72031.006838/2010-31;Confederação Nacional dos Trabalhadores em Turismo e Hospitalidade - CONTRATHU/DF;596584;463/2007;Ofício n° 812/2013/AECI/Mtur;02/09/2013
2013;72031.006828/2010-03;Instituto de Apoio Técnico Especializado a Cidadania - IATEC;595088;438/2007;Ofício n° 810/2013/AECI/Mtur;02/09/2013
2013;72031.005631/2010-49 ;Instituto de Apoio Técnico Especializado a Cidadania - IATEC;564098;316/2006;Ofício n° 810/2013/AECI/Mtur;02/09/2013
